Date,cases
2/1/2021,25817939
2/2/2021,25930068
2/3/2021,26055512
2/4/2021,26172274
2/5/2021,26293150
2/6/2021,26418016
2/7/2021,26547977
2/8/2021,26654965
2/9/2021,26746377
2/10/2021,26832826
2/11/2021,26923756
2/12/2021,27020890
2/13/2021,27122583
2/14/2021,27221607
2/15/2021,27309503
2/16/2021,27337816
2/17/2021,27433718
2/18/2021,27491574
2/19/2021,27560643
2/20/2021,27628834
2/21/2021,27702074
2/22/2021,27773047
2/23/2021,27828370
2/24/2021,27883560
2/25/2021,27955338
2/26/2021,28028815
2/27/2021,28102166
2/28/2021,28174978
3/1/2021,28244591
3/2/2021,28294809
3/3/2021,28345585
3/4/2021,28403416
3/5/2021,28468736
3/6/2021,28534998
3/7/2021,28602211
3/8/2021,28659480
3/9/2021,28700966
3/10/2021,28827195
3/11/2021,28879927
3/12/2021,28940249
3/13/2021,29000561
3/14/2021,29063401
3/15/2021,29115662
3/16/2021,29155892
3/17/2021,29208890
3/18/2021,29260772
3/19/2021,29317562
3/20/2021,29376388
3/21/2021,29437770
3/22/2021,29497998
3/23/2021,29537163
3/24/2021,29594849
3/25/2021,29653604
3/26/2021,29718930
3/27/2021,29788519
3/28/2021,29859706
3/29/2021,29921599
3/30/2021,29968464
3/31/2021,30033063
4/1/2021,30095776
4/2/2021,30164185
4/3/2021,30238692
4/4/2021,30304462
4/5/2021,30372016
4/6/2021,30413124
4/7/2021,30475874
4/8/2021,30541000
4/9/2021,30615849
4/10/2021,30692226
4/11/2021,30772857
4/12/2021,30840411
4/13/2021,30888765
4/14/2021,30951566
4/15/2021,31029700
4/16/2021,31103006
4/17/2021,31176938
4/18/2021,31250635
4/19/2021,31311941
4/20/2021,31350025
4/21/2021,31407189
4/22/2021,31467572
4/23/2021,31530214
4/24/2021,31593420
4/25/2021,31656636
4/26/2021,31708445
4/27/2021,31742914
4/28/2021,31783375
4/29/2021,31835314
4/30/2021,31889171
5/1/2021,31948761
5/2/2021,32002328
5/3/2021,32047478
5/4/2021,32083656
5/5/2021,32123136
5/6/2021,32167970
5/7/2021,32210817
5/8/2021,32257416
